#TYPE System.Management.Automation.PSCustomObject
"Tipo de Equipamento","Patrimonio","Hostname","Fabricante","Modelo","Numero de Serie","Processador","Memoria","HD","SO","Nota FIscal","Data de Compra","Observacao Equipamento","Login","Data Ultimo Login","Matricula","Solicitacao","Site","Nome do Entregador","Data da Entrega","Observacao Vinculo"
"Notebook",,"NB023783","LENOVO","688642P","PEECM56","Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz","16GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\vmunhoz","01/08/2015 13:04:39","","","BV","","",""
"Notebook",,"NB016575","LENOVO","3254E4P","R7000YE","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\splima","01/08/2015 13:22:51","","","BV","","",""
"Desktop",,"DT018246","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNTL","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\nonaka","01/08/2015 13:41:23","","","BV","","",""
"Notebook",,"NB018198E","LENOVO","32549BP","R7006V4","Intel(R) Core(TM) i5-2520M CPU @ 2.50GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\csalmeida","01/08/2015 13:37:55","","","BV","","",""
"Desktop",,"DT018276","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNSD","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","3GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\gilmarc","01/08/2015 13:37:51","","","BV","","",""
"Notebook",,"NB016630","LENOVO","3254E4P","R70019M","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\adelgado","01/08/2015 13:07:10","","","BV","","",""
"Notebook",,"NB022124","LENOVO","3254TMP","R7018EA","Intel(R) Core(TM) i5-3210M CPU @ 2.50GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\willianalfeu","31/07/2015 19:04:19","","","BV","","",""
"Desktop",,"DT013134","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","233GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Desktop",,"DT017775E","LENOVO","3569A8P","L1CBBK2","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\jsantossilva","01/08/2015 13:06:16","","","BV","","",""
"Desktop",,"DT017097","LENOVO","7099A5P","L1BXCF6","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\paulobrito","01/08/2015 12:02:52","","","BV","","",""
"Notebook",,"NB023669","LENOVO","3254H4P","R700DV5","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\frsilva","01/08/2015 13:50:50","","","BV","","",""
"Desktop",,"DT0013153","LENOVO","7848","l1bp9w2","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB016687E","LENOVO","3254E4P","R7001H7","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\lkoti","01/08/2015 13:03:00","","","BV","","",""
"Desktop",,"DT017765E","LENOVO","3569A8P","L1CBBNF","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\juanblasco","01/08/2015 13:37:08","","","BV","","",""
"Desktop",,"DT013123","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Notebook",,"NB019796","LENOVO","057938P","R6B5642","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\tsteiner","01/08/2015 12:48:36","","","BV","","",""
"Desktop",,"DT016517E","LENOVO","1577K1P","L1C9997","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\dgalhardoni","01/08/2015 13:35:49","","","BV","","",""
"Notebook",,"NB017572","LENOVO","057938P","R6B9629","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\jcapelli","01/08/2015 12:53:14","","","BV","","",""
"Notebook",,"NB016692E","LENOVO","3254E4P","R70012Y","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","439GB
25GB
","Microsoft Windows 7 Professional ","","","","BRQ\monicab","01/08/2015 13:50:04","","","BV","","",""
"Desktop",,"DT021024","LENOVO","3569PPP","L1CCL8A","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\colivan","01/08/2015 13:53:53","","","BV","","",""
"Desktop",,"DT017719E","LENOVO","3569A8P","L1CBBPT","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","412GB
49GB
","Microsoft Windows 7 Professional ","","","","BRQ\alanpenha","01/08/2015 13:56:47","","","BV","","",""
"Desktop",,"DT017111","LENOVO","7099A5P","L1BXCG4","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\SERGIOOTSUKA","01/08/2015 12:42:52","","","BV","","",""
"Desktop",,"DT025862","LENOVO","2124AAP","PEH4308","Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\armoraes","01/08/2015 13:35:46","","","BV","","",""
"Desktop",,"DT017717E","LENOVO","3569A8P","L1CBG1Z","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\ldevico","01/08/2015 13:04:05","","","BV","","",""
"Desktop",,"DT016296","LENOVO","7099A5P","L1BX9W3","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","233GB
","Microsoft Windows 7 Professional ","","","","BRQ\flandim","01/08/2015 13:17:52","","","BV","","",""
"Notebook",,"NB023649","LENOVO","3254H4P","R700DLD","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\lucasmiranda","01/08/2015 13:58:52","","","BV","","",""
"Desktop",,"DT012462","LENOVO","7848","l1bmxdx","Intel Pentium III Xeon processor","4GB","298GB
","Microsoft Windows XP Professional","","","","BRQ\GAUGUSTOGIMENES","01/08/2015 13:55:08","","","BV","","",""
"Desktop",,"DT025859","LENOVO","2124AAP","PE99477","Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz","4GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\rtavares","01/08/2015 13:40:32","","","BV","","",""
"Notebook",,"NB023809","LENOVO","62772E9","PEEGC39","Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\afmendes","01/08/2015 13:43:14","","","BV","","",""
"Desktop",,"DT021034","LENOVO","3569PPP","L1CCLD4","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","449GB
16GB
","Microsoft Windows 7 Professional ","","","","BRQ\niltonatanasio","01/08/2015 13:45:00","","","BV","","",""
"Desktop",,"DT018213","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNS4","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\jonathanreis","01/08/2015 12:29:49","","","BV","","",""
"Desktop",,"DT009454","LENOVO","IPM31","123456789","Intel Pentium III Xeon processor","2GB","149GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB018121E","LENOVO","3254E4P","R7003P7","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","6GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\vanessaalves","01/08/2015 13:16:06","","","BV","","",""
"Desktop",,"DT012477","LENOVO","IPM31","123456789","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB020108","LENOVO","057938P","R6B5553","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\rodrigobarros","01/08/2015 13:53:36","","","BV","","",""
"Notebook",,"NB017866E","LENOVO","3254E4P","R7003YM","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\lucascaran","01/08/2015 12:56:24","","","BV","","",""
"Desktop",,"DT012487","LENOVO","7848","l1bmx41","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\rfranzoni","01/08/2015 13:45:41","","","BV","","",""
"Notebook",,"NB016655","LENOVO","3254E4P","R70010B","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\williamrodrigues","01/08/2015 14:01:47","","","BV","","",""
"Desktop",,"DT012481","LENOVO","IPM31","123456789","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB017857","LENOVO","3254E4P","R7003X8","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\jabreu","01/08/2015 14:04:38","","","BV","","",""
"Notebook",,"NB017307","LENOVO","0913                            ","3100297204334","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","112GB
","Microsoft Windows 7 Professional ","","","","BRQ\elsousa","01/08/2015 14:01:43","","","BV","","",""
"Notebook",,"NB022018","LENOVO","3254H4P","R700C37","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\lpessini","01/08/2015 13:57:49","","","BV","","",""
"Desktop",,"DT011410","LENOVO","IPM31","123456789","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT013122","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT022135","LENOVO","3569A8P","L1CBG2X","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\dlodi","01/08/2015 13:46:04","","","BV","","",""
"Desktop",,"DT022158","LENOVO","3569A8P","L1CBFT9","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\vrodrigues","01/08/2015 14:04:42","","","BV","","",""
"Desktop",,"DTSP024468","LENOVO","2124AAP","PEA2596","Intel(R) Core(TM) i3-3220 CPU @ 3.30GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\bkenji","01/08/2015 13:25:02","","","BV","","",""
"Desktop",,"DT012488","LENOVO","7848","l1bmxp5","Intel Pentium III Xeon processor","2GB","233GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT009527","LENOVO","IPM31","123456789","Intel Pentium III Xeon processor","2GB","149GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB023701","LENOVO","3254H4P","R700DKT","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\aconsolaro","01/08/2015 14:02:36","","","BV","","",""
"Desktop",,"DT016519E","LENOVO","1577K1P","L1C997H","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\wlopes","01/08/2015 13:45:44","","","BV","","",""
"Desktop",,"DT016311","LENOVO","7099A5P","L1BXC7B","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT007054","Intel Corp.","D945GCR_","                                ","Intel(R) Core(TM)2 Duo CPU     E4600  @ 2.40GHz","4GB","149GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT012466","LENOVO","7848","l1bmxcv","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB017284","LENOVO","0913                            ","3000316805614","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\tcnunes","01/08/2015 14:15:56","","","BV","","",""
"Desktop",,"DT012062","LENOVO","7848","l1bm9n0","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB023767","LENOVO","627793P","PEDWX33","Intel(R) Core(TM) i5-3230M CPU @ 2.60GHz","16GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\ecfreitas","01/08/2015 14:05:30","","","BV","","",""
"Desktop",,"NT018241","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNTD","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\rsoledade","01/08/2015 13:09:43","","","BV","","",""
"Notebook",,"NB022178","LENOVO","3254H4P","R7009BV","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\e.alves","01/08/2015 14:16:21","","","BV","","",""
"Desktop",,"DT014433","LENOVO","7848","l1bpmt7","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT021028","LENOVO","3569PPP","L1CCK46","Intel(R) Core(TM) i3-2130 CPU @ 3.40GHz","4GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\dmacedo","01/08/2015 13:44:57","","","BV","","",""
"Notebook",,"NB020056","LENOVO","057938P","R6C4948","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\jprodrigues","01/08/2015 13:49:34","","","BV","","",""
"Desktop",,"DT016306","LENOVO","7099A5P","L1BXCHB","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT011402","LENOVO","7848","l1bl9la","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\sarafat","01/08/2015 13:40:36","","","BV","","",""
"Notebook",,"NB22186","LENOVO","3254H4P","R7009GV","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\pimentelvieira","01/08/2015 13:58:09","","","BV","","",""
"Notebook",,"NB016230","LENOVO","0913                            ","3000307203094","Intel(R) Core(TM) i3 CPU       M 350  @ 2.27GHz","3GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\lucasoliverx","01/08/2015 13:49:57","","","BV","","",""
"Desktop",,"DT018392","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNQJ","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\johnnysk","01/08/2015 14:09:42","","","BV","","",""
"Desktop",,"DT012355","LENOVO","7848","l1blxhp","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","149GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT020995","LENOVO","3569A8P","L1CBBKY","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\gledsoncarvalho","01/08/2015 14:18:09","","","BV","","",""
"Desktop",,"DT018236","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNPJ","        Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","2GB","75GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT009528","LENOVO","7848b5p","l1bd7xt","Processador Intel Pentium III Xeon","4GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT017387","LENOVO","7099A5P","L1BX9PH","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\liliane.delvecchio","01/08/2015 13:03:10","","","BV","","",""
"Desktop",,"DT009465","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\eneves","01/08/2015 14:27:12","","","BV","","",""
"Desktop","","DT017428A","LENOVO","5474G4P","L1BZX4V","Intel Pentium II processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB016587","LENOVO","3254E4P","R7001RZ","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\noshiro","01/08/2015 13:56:13","","","BV","","",""
"Desktop",,"DT012084","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB017570","LENOVO","057938P","R6B9678","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\fportela","31/07/2015 19:46:53","","","BV","","",""
"Notebook",,"NB018131E","LENOVO","3254E4P","R7003LR","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\mlsouza","01/08/2015 13:47:28","","","BV","","",""
"Desktop",,"DT016320","LENOVO","7099A5P","L1BX93T","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT013174","LENOVO","IPM31","123456789","Intel Pentium III Xeon processor","3GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB016618","LENOVO","3254E4P","R7001FA","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\danielmonteiro","01/08/2015 14:31:40","","","BV","","",""
"Desktop",,"DT018270","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNPV","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\rguerrero","01/08/2015 14:32:03","","","BV","","",""
"Desktop",,"DT018416","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNPN","Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz","4GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\ranierisantos","01/08/2015 14:03:36","","","BV","","",""
"Notebook",,"NB023659","LENOVO","3254H4P","R700KL3","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\lcampana","01/08/2015 14:26:00","","","BV","","",""
"Desktop",,"DT012049","LENOVO","7848","l1bm9c3","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB019798","LENOVO","057938P","R6C4902","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\mpaganini","01/08/2015 14:33:56","","","BV","","",""
"Desktop",,"DT0017405","LENOVO","5474G4P","L1BZ3PF","Intel(R) Core(TM) i3 CPU         550  @ 3.20GHz","2GB","149GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB020165","Hewlett-Packard","HP 430 Notebook PC              ","BRG220FBCX","Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz","3GB","465GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Notebook",,"NB023645","LENOVO","3254H4P","R700D3T","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\assouza","01/08/2015 14:26:16","","","BV","","",""
"Desktop",,"DT015225","LENOVO","7848","l1bpmvx","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","149GB
","Microsoft Windows 7 Professional ","","","","BRQ\ROVIEIRA","01/08/2015 14:18:26","","","BV","","",""
"Desktop",,"DT011411","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\ssborges","01/08/2015 14:29:43","","","BV","","",""
"Desktop",,"DT009526","LENOVO","7848","l1bp979","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT011305","LENOVO","7848","l1bhb5t","Intel Pentium III Xeon processor","2GB","233GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB016579E","LENOVO","3254E4P","R7001V9","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\hairaalves","01/08/2015 13:18:23","","","BV","","",""
"Notebook",,"NB022107","LENOVO","3254H4P","R700A8V","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\scortez","01/08/2015 14:31:22","","","BV","","",""
"Desktop",,"DT01329","LENOVO","7848","l1bp1bg","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB015979","LENOVO","0913                            ","3000316805524","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\iasilva","01/08/2015 13:20:36","","","BV","","",""
"Notebook",,"NB016625E","LENOVO","3254E4P","R7001AT","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\rldasilva","01/08/2015 14:43:10","","","BV","","",""
"Notebook",,"NB018122E","LENOVO","3254E4P","R7003RW","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\frizzi","01/08/2015 14:46:21","","","BV","","",""
"Desktop",,"DT012464","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Notebook",,"NB018050E","LENOVO","32549BP","R7005H0","Intel(R) Core(TM) i5-2520M CPU @ 2.50GHz","8GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\caugusto","01/08/2015 14:39:48","","","BV","","",""
"Desktop",,"DT0152110","LENOVO","7848","l1bp9an","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","466GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB023786","Insyde","HP Pavilion 14 Notebook PC      ","BRJ4438CV7","Intel(R) Core(TM) i7-4500U CPU @ 1.80GHz","12GB","929GB
","Microsoft Windows 7 Professional ","","","","BRQ\mqueiroz","01/08/2015 14:41:47","","","BV","","",""
"Desktop",,"DT012385","LENOVO","7848","l1blxn2","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB023641","LENOVO","3254H4P","R700D93","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\avaleriano","01/08/2015 14:40:30","","","BV","","",""
"Desktop",,"DT011311","LENOVO","7848","l1bhah5","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","233GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Desktop",,"DT014413","LENOVO","7848","l1bp1l0","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB017307","LENOVO","0913                            ","3100297204334","Intel(R) Core(TM) i3 CPU       M 370  @ 2.40GHz","4GB","112GB
","Microsoft Windows 7 Professional ","","","","BRQ\elsousa","01/08/2015 14:48:59","","","BV","","",""
"Notebook",,"NB022118","LENOVO","3254H4P","R700AKD","Intel(R) Core(TM) i3-2328M CPU @ 2.20GHz","8GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\cesarzapata","01/08/2015 14:48:32","","","BV","","",""
"Desktop",,"DT00192","Intel Corp.","D865GLC_","                               ","              Intel(R) Pentium(R) D CPU 2.80GHz","1GB","149GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT017772E","LENOVO","3569A8P","L1CBBMA","Intel(R) Core(TM) i3-2120 CPU @ 3.30GHz","4GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\rcatarina","01/08/2015 14:49:48","","","BV","","",""
"Desktop",,"DT012083","LENOVO","IPM31","123456789","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","3GB","298GB
","Microsoft Windows 7 Professional ","","","","BRQ\brunocasali","01/08/2015 14:02:44","","","BV","","",""
"Notebook",,"NB018099E","LENOVO","3254E4P","R7003NH","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\caterinakeller","01/08/2015 14:22:09","","","BV","","",""
"Desktop",,"DT015214","LENOVO","7848","l1bpa8l","Intel Pentium III Xeon processor","3GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT014412","LENOVO","7848","l1bpb43","Intel Pentium III Xeon processor","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Desktop",,"DT017156","LENOVO","7099A5P","L1BXCGG","Processador Intel Pentium III Xeon","2GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
"Notebook",,"NB022129","LENOVO","3254TMP","R70188N","Intel(R) Core(TM) i5-3210M CPU @ 2.50GHz","6GB","466GB
","Microsoft Windows 7 Professional ","","","","BRQ\mgiordani","01/08/2015 14:57:27","","","BV","","",""
"Notebook",,"NB018099E","LENOVO","3254E4P","R7003NH","Intel(R) Core(TM) i3-2330M CPU @ 2.20GHz","4GB","465GB
","Microsoft Windows 7 Professional ","","","","BRQ\caterinakeller","01/08/2015 14:22:09","","","BV","","",""
"Desktop",,"DT011403","LENOVO","7848","l1bl9d9","Intel(R) Core(TM)2 Duo CPU     E7500  @ 2.93GHz","2GB","298GB
","Microsoft Windows 7 Professional ","","","",,,"","","BV","","",""
"Desktop",,"DT018232","Hewlett-Packard","HP Compaq 6200 Pro MT PC","BRG142FNPM","Intel Pentium III Xeon processor","4GB","298GB
","Microsoft Windows XP Professional","","","",,,"","","BV","","",""
